user_hash,repo,session_model,sessions,usd,committed_lines,usd_per_committed_line,ctx_tokens_per_committed_line
fc7410c234,E2E-Solution/cli,claude-opus-4-5-20251101,19,40.99968065,5600,0.007321371544642858,9325.425535714287
fc7410c234,E2E-Solution/cli,claude-haiku-4-5-20251001,5,19.2361976,2740,0.007020510072992701,31832.25109489051
fc7410c234,entireio/cli-checkpoints,claude-opus-4-7,24,707.6960395,3385,0.2090682539143279,290963.90516986704
fc7410c234,entireio/cli-checkpoints,gpt-5.5,3,78.19245700000002,,,
fc7410c234,entireio/cli-checkpoints,claude-opus-4-6,13,74.74668000000001,818,0.09137735941320295,120776.49266503667
fc7410c234,entireio/cli-checkpoints,gpt-5.4,12,45.7852225,799,0.05730315707133918,142411.95369211514
fd678cccd6,computermode/test-repo,claude-opus-4-6,16,3.5205405,144,0.024448197916666668,11420.090277777777
fd678cccd6,computermode/test-repo,claude-opus-4-7,9,2.4255260000000005,10,0.24255260000000006,129114.7
fd678cccd6,computermode/test-repo,claude-opus-4-8,3,0.9215205000000001,2,0.46076025000000004,194865.0
fd678cccd6,entireio/cli-checkpoints,claude-opus-4-7,43,917.0266685000003,5006,0.183185511086696,259193.97662804634
fd678cccd6,entireio/cli-checkpoints,gpt-5.5,40,527.427211,4375,0.1205547910857143,169989.2281142857
fd678cccd6,entireio/cli-checkpoints,claude-opus-4-8,28,493.83992450000005,9223,0.053544391683833896,69259.598937439
fd678cccd6,entireio/cli-checkpoints,claude-opus-4-6,35,129.9346325,56053,0.0023180674094160883,2789.574045992186
fd678cccd6,entireio/cli-checkpoints,claude-fable-5,7,78.31623800000001,1474,0.05313177611940299,28184.611261872455
fd678cccd6,entireio/cli-checkpoints,gpt-5.4,3,11.636294499999998,88,0.1322306193181818,250733.39772727274
ffad3509ca,E2E-Solution/cli,claude-opus-4-6,28,204.04933975000006,29867,0.00683193289416413,8833.370408812401
ffad3509ca,E2E-Solution/cli,claude-opus-4-5-20251101,3,3.3517155,3,1.1172385,1192036.0
