session_id,seq,k_before,k_after,agent,mode,repo,tool_kind,tool_name,what,result_chars,later_calls,rent_tokens,rent_usd,stratum_pick,stratum
019e8b3e-5b1f-7c23-82f5-c27c08733024-e5a58c0a9add,1609,3,12,codex,vibe,fogodev/ars-ui,other,_list_pull_request_review_threads,,5440,79,107440.0,0.05372,random_over_5k,codex|other
c3ba90f3-2c1e-4799-8754-045c8c191639,11,3,12,claude_code,human,hutusi/amytis,glob,Glob,,5440,129,175440.0,0.052632,random_over_5k,claude_code|glob
ses_190dfb838ffea7MxX2l7G93cEi,1,3,12,opencode,collab,galactica-labs/project-atlas,task,task,,11401,61,173865.25,0.052159575,random_over_5k,opencode|task
a1ac494b-68ad-46a3-a108-614ece008190,522,3,12,claude_code,human,anweiss/cddl,bash,Bash,cargo test 2>&1,11589,36,104301.0,0.0521505,random_over_5k,claude_code|bash
65a60b5e-065c-44a5-b056-b3e87bee9087,400,3,12,claude_code,unknown,entireio/cli-checkpoints,read,Read,cmd/entire/cli/agent/capabilities.go,6693,61,102068.25,0.051034125,random_over_5k,claude_code|read
167f2196-40a9-414a-a517-07fa040fff66,849,3,12,claude_code,human,KhanShaheb34/profreach,write,Write,components/professor/chat-section.tsx,10703,38,101678.5,0.05083925,random_over_5k,claude_code|write
019db302-8709-70b0-b60f-6de8f78a215f,17,3,12,codex,vibe,zchee/spanner-manager,other,wait,,33631,24,201786.0,0.0504465,random_over_5k,codex|other
ses_286e7bb36ffeF2fUDdBOXF96Oq,87,3,12,opencode,human,entireio/cli-checkpoints,other,skill,,6426,177,284350.5,0.049761337499999996,random_over_5k,opencode|other
851809ac-dff6-4d2e-b748-c04c5e9cae94,31,3,12,claude_code,vibe,dipasqualew/vibereq,web,WebFetch,,35845,11,98573.75,0.049286875,random_over_5k,claude_code|web
b72b2180-1dd3-42e6-9f94-23ed2003d18f,1245,3,12,claude_code,vibe,rolopez23/gc-ai-takehome,read,Read,/Users/robertlopez/repos/gc-ai-takehome/docs/home-and-polish/plan.md,7418,53,98288.5,0.04914425,random_over_5k,claude_code|read
019d6324-6d40-7750-b517-0b28b6d39f2c,451,3,12,codex,human,zchee/zmux,mcp,mcp__filesystem__read_text_file,.omx/state/team/omx-specs-deep-interview-reimp/mailbox/leader-fixed.json,6691,117,195711.75,0.0489279375,random_over_5k,codex|mcp
b7ad546f-e111-4fa0-a5fe-c6969fdc4c3e,7,3,12,claude_code,human,TheUHO/AI-voyager,glob,Glob,,10630,36,95670.0,0.047835,random_over_5k,claude_code|glob
019dbcda-acb5-7092-80d0-3ab11b6292aa,30,3,12,codex,vibe,entireio/external-agents,other,_fetch_pr,,21422,35,187442.5,0.046860625,random_over_5k,codex|other
019e8c4a-fce8-7c63-a3e9-08fd96884c12-ba3d321274cb,66298,3,12,codex,unknown,evorto-app/app,other,js,,8209,45,92351.25,0.046175625,random_over_5k,codex|other
e60b00ec-d617-4551-ba2c-9f8a21189553,110,3,12,claude_code,human,HMAKT99/cli,web,WebFetch,,28382,13,92241.5,0.04612075,random_over_5k,claude_code|web
b65846a1-d692-460b-b14c-879e7b340031,31,3,12,claude_code,collab,roo-oliv/monodreams,read,Read,MonoDreams/Component/Transform.cs,10772,33,88869.0,0.0444345,random_over_5k,claude_code|read
dbd64d5c-c7b9-462f-98bd-540026a588fa,246,3,12,claude_code,vibe,blittle/pressy,write,Write,packages/pressy/src/runtime/offline.ts,7103,49,87011.75,0.043505875,random_over_5k,claude_code|write
ses_190dfb838ffea7MxX2l7G93cEi,2,3,12,opencode,collab,galactica-labs/project-atlas,task,task,,9649,60,144735.0,0.0434205,random_over_5k,opencode|task
019ed902-832b-70a3-9eea-2e70d234573b,1497,3,12,codex,unknown,blackgirlbytes/planetfall-seed-signalkit,other,js,,9356,37,86543.0,0.0432715,random_over_5k,codex|other
09331995-5e01-4bd0-9f4b-e175b8b3b983,5,3,12,claude_code,human,daydreamsai/lucid-agents,glob,Glob,,13495,42,141697.5,0.04250925,random_over_5k,claude_code|glob
3085ae95-8847-4dd0-8c9c-8c85bee4ace0,227,3,12,claude_code,collab,armelhbobdad/bmad-module-skill-forge,bash,Bash,"echo ""=== SKF directory ==="" && find /tmp/skf-test/_bmad -type f | sort && echo -e ""\n=== Output folders ==="" && ls -la /tmp/skf-test/skills/ /tmp/skf-test/forge-data/ && echo -e ""\n=== Learning mater",11650,28,81550.0,0.040775,random_over_5k,claude_code|bash
d365846f-4cc7-4352-8c06-6cae18195e0e,76,3,12,claude_code,unknown,rolopez23/gc-ai-takehome,web,WebFetch,,8388,38,79686.0,0.039843,random_over_5k,claude_code|web
019dae86-ae7b-7fb0-84ac-e7458033750f,78,3,12,codex,vibe,zchee/spanner-manager,other,wait,,28638,22,157509.0,0.03937725,random_over_5k,codex|other
019d6324-6d40-7750-b517-0b28b6d39f2c,899,3,12,codex,human,zchee/zmux,mcp,mcp__filesystem__read_text_file,src/main.zig,12256,49,150136.0,0.037534,random_over_5k,codex|mcp
3cbc097a-5068-4ad2-b5fe-a51587bac925,2494,3,12,claude_code,human,Coopeh/code-insights,read,Read,cli/src/db/schema.ts,6382,47,74988.5,0.03749425,random_over_5k,claude_code|read
019d62f5-3225-7142-9e75-ecc3dc600da0,1163,3,12,codex,vibe,zchee/zmux,mcp,mcp__filesystem__read_text_file,src/screen/screen.zig,12452,47,146311.0,0.03657775,random_over_5k,codex|mcp
3ad45457-2801-4c87-b0ed-53aeaba2e205,316,3,12,claude_code,collab,Lightprotocol/light-protocol,bash,Bash,cargo test -p light-sdk-types 2>&1 | tail -80,5285,92,121555.0,0.0364665,random_over_5k,claude_code|bash
6fdcec51-dc48-4446-aea6-0c3edf166d88,309,3,12,claude_code,vibe,desplega-ai/agent-swarm,bash,Bash,"python3 -c ""
import json, sys
with open(sys.argv[1], 'r') as f:
    lines = f.readlines()
for line in reversed(lines):
    line = line.strip()
    if not line: continue
    try:
        obj = json.loa",5629,51,71769.75,0.035884875,random_over_5k,claude_code|bash
019d65a7-0bc9-77e1-8e96-452b20910813,34,3,12,codex,human,zchee/zmux,mcp,mcp__filesystem__read_multiple_files,,8962,63,141151.5,0.035287875,random_over_5k,codex|mcp
ses_252e5cc45ffewNYyVLdJcYt4eG,7,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,6426,125,200812.5,0.0351421875,random_over_5k,opencode|other
06d02481-b298-4dcb-98a5-ea2dcceafcdc,1032,3,12,claude_code,human,DieStok/harmonia,glob,Glob,,5396,52,70148.0,0.035074,random_over_5k,claude_code|glob
ses_191a912c3ffemrMYvS8nHtKKeJ,2,3,12,opencode,collab,galactica-labs/project-atlas,other,skill,,7645,73,139521.25,0.0348803125,random_over_5k,opencode|other
91e4c6d0-3619-4a13-a4ad-ab4d17b41bec,170,3,12,claude_code,vibe,Bio1988/moltisown,bash,Bash,gh api repos/moltis-org/moltis/pulls/473/comments 2>&1,13545,20,67725.0,0.0338625,random_over_5k,claude_code|bash
ses_332fdb603ffeYxhpzgAB64sSTN,4,3,12,opencode,collab,Better0/flvx,glob,glob,.,14252,34,121142.0,0.0302855,random_over_5k,opencode|glob
ses_360fbcdadffelFMCArPrxrETEL,5,3,12,opencode,vibe,mheers/opencode-sandbox,web,webfetch,,26151,15,98066.25,0.029419875,random_over_5k,opencode|web
019d636f-6d3f-7ba3-bac3-b33fbac7261f,14,3,12,codex,vibe,zchee/agent,mcp,mcp__filesystem__read_text_file,codex/skills/.system/skill-creator/SKILL.md,22363,21,117405.75,0.0293514375,random_over_5k,codex|mcp
ses_1c683d6c6ffeY5Q2P1Hj23ineX,32,3,12,opencode,vibe,usesend/useSend,web,webfetch,,8525,27,57543.75,0.028771875,random_over_5k,opencode|web
42c8191c-3c19-4a12-874b-e906958f65fa,278,3,12,claude_code,vibe,pablo-health/pablo-companion,read,Read,mac/PabloCompanion/Views/DayView.swift,14117,16,56468.0,0.028234,random_over_5k,claude_code|read
ses_282eb4a02ffe6aw0J6HCVROs7z,5,3,12,opencode,vibe,heath0xFF/fornax,task,task,review UX and quality,5179,42,54379.5,0.02718975,random_over_5k,opencode|task
019d6aae-bfea-7010-8132-4ffa0755c94d,11,3,12,codex,vibe,zchee/zmux,mcp,mcp__filesystem__read_text_file,/Users/zchee/src/github.com/zchee/dotfiles/.config/codex/memories/MEMORY.md,22578,19,107245.5,0.026811375,random_over_5k,codex|mcp
851809ac-dff6-4d2e-b748-c04c5e9cae94,12,3,12,claude_code,vibe,dipasqualew/vibereq,web,WebFetch,,17709,12,53127.0,0.0265635,random_over_5k,claude_code|web
ses_2b5c4f966ffeIY6gYo1V8UkxV2,71,3,12,opencode,unknown,entireio/cli-checkpoints,other,skill,,10226,59,150833.5,0.0263958625,random_over_5k,opencode|other
3171104e-0184-4cbd-8c06-875d006a34d2,1189,3,12,claude_code,collab,BIDEquity/outbid-dirigent,web,WebFetch,,11657,30,87427.5,0.02622825,random_over_5k,claude_code|web
ses_32d5275e8ffeAZPLWroFwp6aiB,1,3,12,opencode,vibe,mheers/opencode-sandbox,task,task,,7756,45,87255.0,0.0261765,random_over_5k,opencode|task
ses_2b5c4f966ffeIY6gYo1V8UkxV2,31,3,12,opencode,unknown,entireio/cli-checkpoints,other,skill,,6374,90,143415.0,0.025097625,random_over_5k,opencode|other
ses_332fdb603ffeYxhpzgAB64sSTN,8,3,12,opencode,collab,Better0/flvx,task,task,,12842,30,96315.0,0.02407875,random_over_5k,opencode|task
ses_35b66304fffevQvOY7DFX0mHiz,1,3,12,opencode,human,liatrio-labs/ai-prompts,other,tavily_tavily-search,Entire.io funding leadership customers,50032,11,137588.0,0.0240779,random_over_5k,opencode|other
ses_338bf25f3ffeUz6ivyWw5Sm4uL,8,3,12,opencode,collab,Better0/flvx,task,task,,13525,28,94675.0,0.02366875,random_over_5k,opencode|task
a883ad38-c85e-4521-aae9-a2dacef65511,6,3,12,claude_code,human,araitatsuya-code/atena-print,glob,Glob,,8083,39,78809.25,0.023642774999999998,random_over_5k,claude_code|glob
c191ae39-e839-4125-b85f-e54be3f4bfea,37,3,12,claude_code,collab,otomarukanta/slk,write,Write,src/oauth.rs,9912,19,47082.0,0.023541,random_over_5k,claude_code|write
3fdef342-a3a2-443e-a296-91b5bddb65bb,15,3,12,claude_code,collab,marcus-sa/brain,glob,Glob,,6225,30,46687.5,0.02334375,random_over_5k,claude_code|glob
ses_252e5cc45ffewNYyVLdJcYt4eG,104,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,11971,43,128688.25,0.022520443749999997,random_over_5k,opencode|other
ses_1fe66c14effeU5Zvqjz7WOGWaF,465,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,6424,27,43362.0,0.021681,random_over_5k,opencode|other
1284c080-f9cd-45f8-9942-ff58f5c517e5,2539,3,12,claude_code,collab,E2E-Solution/cli,write,Write,/Users/alex/.claude/plans/witty-spinning-cake.md,6088,28,42616.0,0.021308,random_over_5k,claude_code|write
0943a044-b17e-4215-8591-c1a0c816ddf0,38,3,12,claude_code,vibe,ClusterCockpit/cc-backend,bash,Bash,go test -v ./pkg/metricstore/... 2>&1,8043,21,42225.75,0.021112875,random_over_5k,claude_code|bash
ses_35b66304fffevQvOY7DFX0mHiz,3,3,12,opencode,human,liatrio-labs/ai-prompts,other,tavily_tavily-search,GeekWire Entire Thomas Dohmke startup,50971,9,114684.75,0.02006983125,random_over_5k,opencode|other
31c2fff9-b463-457b-ba63-e974e1e80272,62,3,12,claude_code,human,cyyeh/duckdb-data-agent,glob,Glob,.,7596,21,39879.0,0.0199395,random_over_5k,claude_code|glob
ece0c335-b191-4284-8ae5-19a49fa8c576,329,3,12,claude_code,human,E2E-Solution/cli,web,WebFetch,,77914,2,38957.0,0.0194785,random_over_5k,claude_code|web
ses_35b66304fffevQvOY7DFX0mHiz,3,3,12,opencode,human,liatrio-labs/ai-prompts,other,tavily_tavily-search,TechCrunch Former GitHub CEO raises record $60M dev tool seed round at $300M valuation Entire,49178,9,110650.5,0.019363837499999998,random_over_5k,opencode|other
87776ed2-851f-43a9-9ae8-ac3d090514f0,47,3,12,claude_code,human,moltis-org/moltis,bash,Bash,"gh api repos/moltis-org/moltis/pulls/488/comments --jq '.[] | {id, path, line, body, user: .user.login, in_reply_to_id}' 2>/dev/null; echo ""---REVIEW---""; gh api repos/moltis-org/moltis/pulls/488/revi",9625,16,38500.0,0.01925,random_over_5k,claude_code|bash
ff964f91-d2c8-4bd8-86cf-c4755ed697f9,12,3,12,claude_code,vibe,lightfastai/lightfast,glob,Glob,,17025,9,38306.25,0.019153125,random_over_5k,claude_code|glob
eb8f93dc-4aa4-45b1-b4ed-33bcef91d2b6,82,3,12,claude_code,vibe,gregszero/open-fang,write,Write,web/views/layout.erb,6362,24,38172.0,0.019086,random_over_5k,claude_code|write
4030cb06-aacd-4810-8eb2-3289f9e6aa9c,1058,3,12,claude_code,human,marcus-sa/brain,glob,Glob,,5602,25,35012.5,0.01750625,random_over_5k,claude_code|glob
019d6489-8e90-7251-bd37-009adbf0502a,130,3,12,codex,vibe,zchee/zmux,mcp,mcp__filesystem__read_text_file,/Users/zchee/src/github.com/zchee/zmux/src/core/colour.zig,5589,47,65670.75,0.0164176875,random_over_5k,codex|mcp
bb49e5b9-3b1e-453b-9156-a01afea88387,10,3,12,claude_code,human,maoxiaoke/nazha,glob,Glob,,11441,19,54344.75,0.016303425,random_over_5k,claude_code|glob
f1a73ca3-8465-45b0-a8f3-7e924af08f5c,5,3,12,claude_code,collab,daydreamsai/lucid-agents,glob,Glob,,13212,16,52848.0,0.0158544,random_over_5k,claude_code|glob
8be81d4f-307e-42b3-a362-d079185f9c16,1542,3,12,claude_code,unknown,BIDEquity/outbid-dirigent,web,WebSearch,Cloudflare R2 presigned URL maximum expiration limit 7 days vs S3,6230,20,31150.0,0.015575,random_over_5k,claude_code|web
ses_21fce5981ffejVD9zwSqK5MYb8,2,3,12,opencode,vibe,eitatech/gatomia-vscode,glob,glob,.,8744,28,61208.0,0.015302,random_over_5k,opencode|glob
ses_31cfe125affexF1Sa1shUYzHh4,3,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/worker/src/lib/review-runner.ts,32408,7,56714.0,0.0141785,random_over_5k,opencode|read
ses_31b3a775affeudgLWm9cywVYkW,5,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/worker/src/api/workspace-deployments.test.ts,30172,10,75430.0,0.01320025,random_over_5k,opencode|read
e2172417-c330-4394-80c8-ae75a7da91f5,75,3,12,claude_code,collab,Safecast/safecast-map-MCP,read,Read,REDACTED.md,6273,28,43911.0,0.013173299999999999,random_over_5k,claude_code|read
ses_32c6113d6ffeU535d2al84D8sc,5,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/worker/src/lib/workspace-deployment-runner.ts,58872,5,73590.0,0.01287825,random_over_5k,opencode|read
ses_3162401b8ffeun1LdUSNsvqsTb,5,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/worker/src/lib/review-runner.test.ts,58570,5,73212.5,0.0128121875,random_over_5k,opencode|read
ses_31dac9433ffelQUOUFSCDL80zK,2,3,12,opencode,collab,dayhaysoos/nimbus,read,read,packages/worker/src/lib/review-runner.ts,28907,7,50587.25,0.0126468125,random_over_5k,opencode|read
ses_31df58329ffe8Qs7uv7Yq1eaU6,3,3,12,opencode,human,liatrio-labs/ai-prompts,glob,glob,/home/damien/Liatrio/repos/forge-program-tracker,9665,20,48325.0,0.01208125,random_over_5k,opencode|glob
02edf6ac-4fd9-4d10-859f-ecdba9745f82,174,3,12,claude_code,collab,cyyeh/duckdb-data-agent,glob,Glob,,12006,8,24012.0,0.012006,random_over_5k,claude_code|glob
ses_276b57836ffeE01nA97WYATOIA,28,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,10354,26,67301.0,0.011777675,random_over_5k,opencode|other
071bf253-f643-44cc-a0be-9c844f484e20,24,3,12,claude_code,collab,chuhemiao/portfolio,glob,Glob,,6150,25,38437.5,0.01153125,random_over_5k,claude_code|glob
2949316c-c66e-4484-959e-3400e03d05cc,1216,3,12,claude_code,vibe,cyyeh/duckdb-data-agent,glob,Glob,.venv/lib/python3.12/site-packages/mcp/server,9092,10,22730.0,0.011365,random_over_5k,claude_code|glob
ses_329de637fffe9sPZQxtHJUa1jr,4,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/worker/src/lib/workspace-deployment-runner.ts,51138,5,63922.5,0.0111864375,random_over_5k,opencode|read
ses_21fea93acffe1HJIpTW7yLQlJP,3,3,12,opencode,collab,eitatech/gatomia-vscode,glob,glob,.,9204,19,43719.0,0.01092975,random_over_5k,opencode|glob
e5fcdc73-b9fc-4991-b532-6bf8440fd12d-ff01a5059833,139,3,12,claude_code,vibe,E2E-Solution/cli,bash,Bash,go test ./cmd/entire/cli/agent/claudecode/ -v 2>&1,7130,12,21390.0,0.010695,random_over_5k,claude_code|bash
3850aa71-db24-4843-a2a4-640bd3062495,28,3,12,claude_code,human,KhanShaheb34/profreach,write,Write,idea.md,9453,9,21269.25,0.010634625,random_over_5k,claude_code|write
ses_31b3a775affeudgLWm9cywVYkW,3,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/cli/src/index.ts,20133,12,60399.0,0.010569825,random_over_5k,opencode|read
298a286a-8177-4342-8794-a0c8c1b0c955,387,3,12,claude_code,collab,marcus-sa/brain,glob,Glob,,11565,7,20238.75,0.010119375,random_over_5k,claude_code|glob
019d633b-5b33-7de1-bb17-bf219ed40bfc,17,3,12,codex,vibe,zchee/zmux,mcp,mcp__filesystem__read_text_file,/Users/zchee/src/github.com/zchee/zmux/.omx/state/team/omx-specs-deep-interview-reimp/workers/worker-2/inbox.md,5090,31,39447.5,0.009861875,random_over_5k,codex|mcp
ses_30899b30bffeSu7iFbm1f14wCy,2,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/cli/src/commands/review/review.test.ts,56316,4,56316.0,0.009855299999999999,random_over_5k,opencode|read
ses_340603199ffeYJUaMTFi9U1FVo,12,3,12,opencode,collab,desplega-ai/agent-swarm,web,webfetch,,21220,10,53050.0,0.00928375,random_over_5k,opencode|web
ses_191a0c35effeF1erWFLmYDhhNN,139,3,12,opencode,human,galactica-labs/project-atlas,glob,glob,projects/backend/node_modules/drizzle-orm,9060,16,36240.0,0.00906,random_over_5k,opencode|glob
ses_31df5834effeXbGBGibwg5qa3w,3,3,12,opencode,human,liatrio-labs/ai-prompts,glob,glob,/home/damien/Liatrio/repos/base-repo-template,9384,15,35190.0,0.0087975,random_over_5k,opencode|glob
ses_2671e3235ffejvWoIcoyLvya07,18,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,6426,31,49801.5,0.0087152625,random_over_5k,opencode|other
15f99783-ab13-4526-902c-0ca770a5d70e,599,3,12,claude_code,human,E2E-Solution/cli,write,Write,cmd/entire/cli/strategy/manual_commit_migration_test.go,9559,7,16728.25,0.008364125,random_over_5k,claude_code|write
019d633b-5b33-7de1-bb17-bf219ed40bfc,164,3,12,codex,vibe,zchee/zmux,mcp,mcp__filesystem__read_text_file,src/keybind/bindings.zig,10218,13,33208.5,0.008302125,random_over_5k,codex|mcp
ses_31df58364ffeWvKn3PiPqne4Yq,1,3,12,opencode,human,liatrio-labs/ai-prompts,glob,glob,/home/damien/Liatrio/repos/base-repo-template,9462,14,33117.0,0.00827925,random_over_5k,opencode|glob
ses_31bd80e60ffebqpLhH6hanymJQ,2,3,12,opencode,human,liatrio-labs/ai-prompts,glob,glob,/home/damien/Liatrio/repos/forge-program-tracker,9268,14,32438.0,0.0081095,random_over_5k,opencode|glob
ses_31bd80e60ffebqpLhH6hanymJQ,2,3,12,opencode,human,liatrio-labs/ai-prompts,glob,glob,/home/damien/Liatrio/repos/forge-program-tracker,8948,14,31318.0,0.0078295,random_over_5k,opencode|glob
1ebe6343-4da0-493a-a6a9-9b0022143876,193,3,12,claude_code,human,cyyeh/duckdb-data-agent,bash,Bash,cd /home/cyyeh/repos/duckdb-data-agent && git status && git diff && git log --oneline -5,5202,19,24709.5,0.0074128499999999995,random_over_5k,claude_code|bash
ses_3309694d2ffeSIfW6SboLdoMQI,3,3,12,opencode,collab,dayhaysoos/nimbus,read,read,packages/worker/src/index.ts,15258,11,41959.5,0.0073429125,random_over_5k,opencode|read
019d635a-7dc2-71c0-9de7-40815b31a6fa,24,3,12,codex,collab,zchee/zmux,mcp,mcp__filesystem__read_multiple_files,,9032,13,29354.0,0.0073385,random_over_5k,codex|mcp
ses_340603199ffeYJUaMTFi9U1FVo,11,3,12,opencode,collab,desplega-ai/agent-swarm,web,webfetch,,14354,11,39473.5,0.0069078625,random_over_5k,opencode|web
9c80fe98-4f92-459d-94ff-010983826a2c,45,3,12,claude_code,collab,otomarukanta/slk,read,Read,src/oauth.rs,5962,9,13414.5,0.00670725,random_over_5k,claude_code|read
71eb2c67-602e-40ae-aa27-e7c7496a2a44,91,3,12,claude_code,unknown,lightfastai/lightfast,web,WebFetch,,13244,4,13244.0,0.006622,random_over_5k,claude_code|web
ses_31df58364ffeWvKn3PiPqne4Yq,4,3,12,opencode,human,liatrio-labs/ai-prompts,glob,glob,/home/damien/Liatrio/repos/base-repo-template,9462,11,26020.5,0.006505125,random_over_5k,opencode|glob
ses_3308b9b93ffesU3wqa1ZG5fDOM,2,3,12,opencode,collab,dayhaysoos/nimbus,read,read,packages/worker/src/api/workspace-deployments.ts,12989,11,35719.75,0.006250956249999999,random_over_5k,opencode|read
ses_352e74839ffeXJcYFbiroAcVr6,1,3,12,opencode,collab,Better0/flvx,glob,glob,.,8350,17,35487.5,0.0062103125,random_over_5k,opencode|glob
ses_21fd32c67ffevlykp32rhEviG9,2,3,12,opencode,vibe,eitatech/gatomia-vscode,glob,glob,.,8919,11,24527.25,0.0061318125,random_over_5k,opencode|glob
f1a73ca3-8465-45b0-a8f3-7e924af08f5c,19,3,12,claude_code,collab,daydreamsai/lucid-agents,glob,Glob,,5425,15,20343.75,0.006103125,random_over_5k,claude_code|glob
a46f3abb-b703-410f-a833-cc3d1fb7e76a,107,3,12,claude_code,vibe,jdblackstar/relay,web,WebSearch,Entire CLI tool telemetry settings documentation,5072,9,11412.0,0.005706,random_over_5k,claude_code|web
fff17dbb-9db0-4fc2-ad63-e93b9ecc8686,48,3,12,claude_code,human,feltroidprime/s2morrow,bash,Bash,jj diff --stat 2>&1,5563,13,18079.75,0.0054239250000000004,random_over_5k,claude_code|bash
47c683e3-598e-4684-8de1-d97123064aa9,57,3,12,claude_code,human,yorrick/claude-code-plugins,bash,Bash,uv run pytest dev-loop/tests/workflow_eval/test_helpers.py -v 2>&1,7534,9,16951.5,0.00508545,random_over_5k,claude_code|bash
03975826-519f-4896-b558-ca48c603b6c9,9,3,12,claude_code,human,E2E-Solution/cli,read,Read,/Users/soph/.config/nvim/lua/plugins/example.lua,6678,6,10017.0,0.0050085,random_over_5k,claude_code|read
ses_31bd80d8fffeM5QM0gOue8Q2Dk,4,3,12,opencode,human,liatrio-labs/ai-prompts,glob,glob,skills/ai-native-repo-bootstrap-workspace,10078,7,17636.5,0.004409125,random_over_5k,opencode|glob
ses_31df58301ffebm38eHJijM5wEY,5,3,12,opencode,human,liatrio-labs/ai-prompts,glob,glob,/home/damien/Liatrio/repos,7636,9,17181.0,0.00429525,random_over_5k,opencode|glob
ses_3130ec7e8ffeOHi75EL280heMb,7,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/worker/src/lib/review-analysis.ts,46829,2,23414.5,0.0040975375,random_over_5k,opencode|read
e5933dce-dc0c-4367-9158-04a9eadedc83,56,3,12,claude_code,vibe,E2E-Solution/cli,write,Write,docs/architecture/sessions-and-checkpoints.md,16320,2,8160.0,0.00408,random_over_5k,claude_code|write
2a117374-8028-4060-a17e-fe63e0c20099,30,3,12,claude_code,collab,jfmoe/react-native-live-text-view,glob,Glob,.,13138,7,22991.5,0.0040235125,random_over_5k,claude_code|glob
ses_340603199ffeYJUaMTFi9U1FVo,9,3,12,opencode,collab,desplega-ai/agent-swarm,web,webfetch,,6880,13,22360.0,0.003913,random_over_5k,opencode|web
ses_31b2845f6ffegt0y5EypZboJNK,10,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/cli/src/lib/types.ts,8874,10,22185.0,0.0038823749999999995,random_over_5k,opencode|read
ses_333bccce3ffefUfflayRb7WIxA,2,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/worker/src/api/workspace-tasks.test.ts,10443,8,20886.0,0.0036550499999999995,random_over_5k,opencode|read
ses_31bd80e60ffebqpLhH6hanymJQ,12,3,12,opencode,human,liatrio-labs/ai-prompts,glob,glob,skills/ai-native-repo-bootstrap-workspace,13144,4,13144.0,0.003286,random_over_5k,opencode|glob
019d7e8f-d9e7-7f31-a967-d0d94daaadb5,19,3,12,codex,vibe,zchee/zmux,mcp,mcp__filesystem__read_text_file,src/protocol.zig,8604,6,12906.0,0.0032265,random_over_5k,codex|mcp
1284c080-f9cd-45f8-9942-ff58f5c517e5,2615,3,12,claude_code,collab,E2E-Solution/cli,write,Write,/Users/alex/.claude/plans/witty-spinning-cake.md,5134,5,6417.5,0.00320875,random_over_5k,claude_code|write
ses_340603199ffeYJUaMTFi9U1FVo,10,3,12,opencode,collab,desplega-ai/agent-swarm,web,webfetch,,5645,12,16935.0,0.002963625,random_over_5k,opencode|web
ses_322852be8ffeuTdhOqHWFjsd1K,5,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/worker/src/lib/workspace-deploy-provider.ts,33287,2,16643.5,0.0029126125,random_over_5k,opencode|read
ses_286c8f0eeffeHgXNAZ8rAOjehL,39,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,6426,10,16065.0,0.002811375,random_over_5k,opencode|other
ses_1915d6e8fffe3mt7uLMZYvu6V3,2,3,12,opencode,human,galactica-labs/project-atlas,glob,glob,projects/frontend,8216,4,8216.0,0.0024647999999999996,random_over_5k,opencode|glob
ses_340603199ffeYJUaMTFi9U1FVo,17,3,12,opencode,collab,desplega-ai/agent-swarm,web,webfetch,,10948,5,13685.0,0.002394875,random_over_5k,opencode|web
019f0656-22d5-7812-8a42-9de7f0d6a5dd,58,3,12,codex,human,jakobtfaber/dsa110-FLITS,other,get_file_contents,DATA_SOURCES.md,5947,3,4460.25,0.002230125,random_over_5k,codex|other
ses_32afac7adffeQWMvWFi7uQsYQE,6,3,12,opencode,vibe,dayhaysoos/nimbus,read,read,packages/worker/src/lib/workspace-deployment-runner.ts,5071,7,8874.25,0.00155299375,random_over_5k,opencode|read
04868ca9-5e2e-460e-a902-c13ca1d1aa99,128,3,12,claude_code,vibe,gregszero/open-fang,bash,Bash,git diff,5811,2,2905.5,0.00145275,random_over_5k,claude_code|bash
ses_30bd48e9affe4GaCzwfTWelkP1,6,3,12,opencode,vibe,dayhaysoos/nimbus,web,websearch,gitleaks/gitleaks-action v2 config-path input,9963,3,7472.25,0.0013076437499999999,random_over_5k,opencode|web
ses_19262bda6ffebaCmxJOvar1ej4,248,3,12,opencode,collab,danielkotsi/pantryPal,read,read,backend/internal/services/generate_service.go,6602,4,6602.0,0.0011553499999999999,random_over_5k,opencode|read
1e10fd39-2684-46ea-bb0b-01bb0d43c940,1128,3,12,claude_code,human,tpmjs/tpmjs,write,Write,/Users/ajaxdavis/.claude/plans/mellow-roaming-pancake.md,8463,1,2115.75,0.001057875,random_over_5k,claude_code|write
ses_282eaf8a6ffeZ2fu0hoDphJn2w,3,3,12,opencode,collab,heath0xFF/fornax,read,read,src/config.rs,7132,1,1783.0,0.0008915,random_over_5k,opencode|read
