probe,session_id,agent,model,seq,tool_use_id,tool_kind,file_path,ext,json_bytes,string_leaf_chars,json_overhead_bytes,json_overhead_share,content_chars,n_newlines,n_quotes,indent_chars,newline_share,quote_share,indent_share
write,1685341a-8e9c-432d-8a93-a0e417db1e8f,claude_code,claude-opus-4-6,372,toolu_01Dm3kYBaDGs9QfJni6JAWv8,edit,/Users/pfleidi/entire/cli/.worktrees/feat/checkpoints-v2-entire-doctor/cmd/entire/cli/strategy/metadata_reconcile_test.go,go,458,372,86,0.18777292576419213,151,2,6,3,0.013245033112582781,0.039735099337748346,0.019867549668874173
write,16d4297d-5cf3-48ff-845f-a103884e5a9f,claude_code,claude-opus-4-8,263,toolu_01YTWRvCYCvnjecUJ8LMBNy1,edit,/Users/ninawork/entire/devenv/cli/cmd/entire/cli/review_context_test.go,go,2851,2634,217,0.07611364433532095,1300,26,24,22,0.02,0.018461538461538463,0.016923076923076923
write,173ea838-dc16-47bb-9a4e-a2e159509710,claude_code,claude-opus-4-8,1770,toolu_013ydZaQV6eYpQkmP6J3Eva6,edit,/Users/ericson/Workspace/Rust/ars-ui.worktrees/impl-279/spec/components/layout/scroll-area.md,md,1925,1811,114,0.05922077922077922,889,9,14,0,0.010123734533183352,0.015748031496062992,0.0
write,1767fb64-e8a8-41d5-8e9a-19af0bd55283,claude_code,claude-opus-4-6,119,toolu_01HVL9p8E8Z5WjLqBUGKE3cq,edit,/Users/rav/projects/marin/lib/zephyr/src/zephyr/execution.py,py,730,633,97,0.13287671232876713,329,7,10,52,0.02127659574468085,0.030395136778115502,0.1580547112462006
write,1882291a-174a-4f25-8e3b-6a121e0c9bc0,claude_code,claude-sonnet-4-5-20250929,50,toolu_01XvU4uZBbHXpJbBymWWUafK,edit,/Users/balkhaev/mycode/yep/apps/desktop/src/components/DiffTimeline.tsx,tsx,349,268,81,0.23209169054441262,119,2,6,0,0.01680672268907563,0.05042016806722689,0.0
write,1882291a-174a-4f25-8e3b-6a121e0c9bc0,claude_code,claude-sonnet-4-5-20250929,432,toolu_01ANVCFkAsVtzAJMbBwQVpbe,edit,/Users/balkhaev/mycode/yep/apps/desktop/src/pages/Code.tsx,tsx,1030,922,108,0.10485436893203884,495,7,16,0,0.014141414141414142,0.03232323232323232,0.0
write,18bd5c42-9991-4ab1-8cca-66cac9329198,claude_code,claude-opus-4-6,69,toolu_01KyyLiBEtyncsaNsG6Xn5tp,write,/Users/marcus/conductor/workspaces/brain-v1/houston-v1/tests/acceptance/observer-llm-reasoning/milestone-3-decision-and-synthesis.test.ts,ts,12894,12452,442,0.03427950984954242,12315,277,134,848,0.02249289484368656,0.010881039382866423,0.06885911490052782
write,18f22a80-43c3-4527-9709-fdd4084d0671,claude_code,claude-opus-4-8,52,toolu_01SRLo1gPEzQJrpr6MWkgmrW,edit,/Users/soph/Work/entire/devenv/cli_experiments/cmd/entire/cli/repo_mirror_probe.go,go,382,310,72,0.18848167539267016,158,0,0,2,0.0,0.0,0.012658227848101266
write,1908783b-0187-4bea-856c-417e8237d458,claude_code,claude-opus-4-6,85,toolu_01LpJyKTZuunWQeK8gSve8wg,edit,/Users/danobrien/code/family-schedule-app/web-backend/frames/feature_flags.py,py,4042,3779,263,0.06506679861454726,2048,62,42,388,0.0302734375,0.0205078125,0.189453125
write,1908783b-0187-4bea-856c-417e8237d458,claude_code,claude-opus-4-6,158,toolu_01Cq5txgEHx1txMNna1UFrHk,edit,/Users/danobrien/code/family-schedule-app/web-backend/mobile/api.py,py,1389,1273,116,0.08351331893448524,608,12,12,252,0.019736842105263157,0.019736842105263157,0.4144736842105263
write,1946e1a9-206d-4459-a4dd-c3e696959c4f,claude_code,claude-opus-4-6,90,toolu_016j36oRRbDEY3WewjpKB8xs,write,/Users/jeevanpillay/Code/@lightfastai/lightfast/packages/webhook-schemas/fixtures/vercel/.gitkeep,other,126,97,29,0.23015873015873015,0,0,0,0,0.0,0.0,0.0
write,1946e1a9-206d-4459-a4dd-c3e696959c4f,claude_code,claude-opus-4-6,144,toolu_015kBAxjT2mxRp86MYNH3xFz,edit,/Users/jeevanpillay/Code/@lightfastai/lightfast/thoughts/shared/plans/2026-04-09-webhook-schemas.md,md,1611,1515,96,0.0595903165735568,708,14,0,0,0.01977401129943503,0.0,0.0
write,1984d78a-6a9e-43b1-b954-a1c57875bce7,claude_code,claude-opus-4-6,700,toolu_01Tjnh3EAeuBjBHG4NwaASpE,edit,/Users/dragan/Documents/AI-Boilerplate/apps/tfc/frontend/src/test-stress-overlay.html,other,2623,2468,155,0.05909264201296226,1233,32,0,110,0.025952960259529603,0.0,0.08921330089213302
write,19951b07-a37f-49f7-8c4d-ec2385ae16a9,claude_code,claude-opus-4-7,537,toolu_01V7U3e6Xd8XRUVse5yxswtP,write,/Users/jeevanpillay/Code/@lightfastai/lightfast/.agents/skills/lightfast-clerk/command/status.sh,other,2160,1975,185,0.08564814814814815,1879,58,80,18,0.030867482703565728,0.04257583821181479,0.009579563597658328
write,19e7d2d8-dbb5-461b-acd5-341bf783f757,claude_code,claude-opus-4-6,303,toolu_01Pm5dtjA1gDkojxhJcgZQz9,write,/Users/hungpq2412/neuralips26/scripts/run_new_datasets_race.sh,other,2515,2333,182,0.07236580516898608,2271,70,78,316,0.030823425803610745,0.034346103038309116,0.13914575077058564
write,19e7d2d8-dbb5-461b-acd5-341bf783f757,claude_code,claude-opus-4-6,394,toolu_01RDGiekig1Y4qf3AZEpLedb,edit,/Users/hungpq2412/neuralips26/main.tex,other,1127,1023,104,0.09228039041703638,553,0,0,4,0.0,0.0,0.007233273056057866
write,1a289c77-a9da-491d-954a-2df7f0dd6a17-8eacff7bdb26,claude_code,claude-opus-4-6,1596,toolu_0155fgKtQtopBtgYWzGTmD6c,edit,/Users/alex/workspace/cli/.worktrees/3/cmd/entire/cli/strategy/manual_commit_hooks.go,go,820,694,126,0.15365853658536585,343,8,8,20,0.023323615160349854,0.023323615160349854,0.05830903790087463
write,1a289c77-a9da-491d-954a-2df7f0dd6a17-8eacff7bdb26,claude_code,claude-opus-4-6,3683,toolu_01N7uXkJgdoJ2yMRkWaT9yfA,edit,/Users/alex/workspace/cli/.worktrees/3/cmd/entire/cli/strategy/phase_prepare_commit_msg_test.go,go,927,846,81,0.08737864077669903,426,4,4,0,0.009389671361502348,0.009389671361502348,0.0
write,1a289c77-a9da-491d-954a-2df7f0dd6a17-eb131d2b08f6,claude_code,claude-opus-4-6,2991,toolu_01DztzZWyN1hyab3zhntGg2o,edit,/Users/alex/workspace/cli/.worktrees/3/cmd/entire/cli/paths/paths.go,go,1847,1683,164,0.08879263670817542,0,0,0,0,0.0,0.0,0.0
write,1a289c77-a9da-491d-954a-2df7f0dd6a17-eb131d2b08f6,claude_code,claude-opus-4-6,3690,toolu_017oHgVdkNJLHULdMoKmfwYc,edit,/Users/alex/workspace/cli/.worktrees/3/cmd/entire/cli/strategy/phase_prepare_commit_msg_test.go,go,837,733,104,0.12425328554360812,329,5,6,5,0.015197568389057751,0.0182370820668693,0.015197568389057751
write,1a289c77-a9da-491d-954a-2df7f0dd6a17-eb131d2b08f6,claude_code,claude-opus-4-6,3960,toolu_01DNoJomiXHVtM5Ct9puSRN9,edit,/Users/alex/workspace/cli/.worktrees/3/cmd/entire/cli/hooks_geminicli_handlers.go,go,257,189,68,0.26459143968871596,51,0,0,0,0.0,0.0,0.0
write,1a7ea412-e89a-481b-84ea-596612cb31bf,claude_code,claude-sonnet-4-6,376,toolu_01WR3aNPyXTrYcnDwEkMMYrs,edit,/home/chris/develop/wrkflw/domain/src/main/kotlin/dev/wrkflw/domain/event/OutboxEventFactory.kt,other,819,661,158,0.19291819291819293,331,4,42,56,0.012084592145015106,0.1268882175226586,0.1691842900302115
write,1a84c7ac-c6ec-4673-b9a6-cf88f6bdb641,claude_code,claude-sonnet-4-6,292,toolu_01UyzPbNFXovh1VzciVKST9Z,edit,/Users/hutusi/workspace/ai/naive/amytis-claude-review/src/components/NoteSidebar.tsx,tsx,1435,1337,98,0.06829268292682927,152,2,0,6,0.013157894736842105,0.0,0.039473684210526314
write,1ab747f4-007c-46c5-b660-7d1f4507cd43,claude_code,claude-opus-4-8,1987,toolu_01CL85NibdWXidCJhvaRE1vP,edit,/Users/lgulliver/repos/derrick/.gitignore,other,364,291,73,0.20054945054945056,139,3,0,0,0.02158273381294964,0.0,0.0
write,1ac5456d-ad69-4795-883b-b6c271a07c07,claude_code,claude-opus-4-6,289,toolu_01QZQyzMKLMj7fbtyqce2f6z,edit,/Users/jdsingh/Projects/AI/forge/docs/superpowers/plans/2026-03-11-council-integration.md,md,371,299,72,0.1940700808625337,110,2,0,20,0.01818181818181818,0.0,0.18181818181818182
write,1acd7c66-2a92-497b-a8f3-b7cde6fe6c75,claude_code,claude-opus-4-7,560,toolu_01UDTm2fhxDFT7xs46P312uv,edit,/home/armel/Projects/OSS/bmad-module-skill-forge/src/skf-create-skill/steps-c/sub/step-03c-fetch-docs.md,md,416,341,75,0.18028846153846154,193,5,0,4,0.025906735751295335,0.0,0.02072538860103627
write,1aee48de-b992-43e8-b07c-23a85c0fa459,claude_code,claude-opus-4-7,205,toolu_01LYMTtWtLDgpziQEZzZ3Xuy,edit,/home/armel/Projects/OSS/bmad-module-skill-forge/src/skf-setup/SKILL.md,md,206,136,70,0.33980582524271846,23,0,0,0,0.0,0.0,0.0
write,1aee48de-b992-43e8-b07c-23a85c0fa459,claude_code,claude-opus-4-7,1324,toolu_014eMphRPr83yTn6LDQ9Zrhm,edit,/home/armel/Projects/OSS/bmad-module-skill-forge/package.json,json,1043,967,76,0.0728667305848514,472,0,4,4,0.0,0.00847457627118644,0.00847457627118644
write,1af5245c-55dd-4657-8862-49f9d310e4f9,claude_code,claude-opus-4-6,183,toolu_01PdFFo6Pb7DkeggBy2vmxPz,edit,/Users/arvos/Tactic/workspaces/workspace-entire-local-cli/entire-local/pkg/ui/dashboard/checkpoint_detail.go,go,289,221,68,0.23529411764705882,54,0,0,0,0.0,0.0,0.0
write,1b0a1700-c615-4cbe-8253-a8bd3aa06be7,claude_code,claude-opus-4-8,288,toolu_01HvyMbm2bTbTuQtidotu3je,write,/Users/myankelev/Code/random/cipher-box/.planning/v1.1-MILESTONE-AUDIT.md,md,16265,15860,405,0.02490009222256379,15787,235,8,440,0.014885665420915944,0.0005067460568822449,0.02787103312852347
write,1b2b0fc4-1663-46d2-a598-c9a2cebf1763,claude_code,claude-opus-4-6,151,toolu_014bwXuJXuqGExh1UfVPiJw4,edit,/Users/jeevanpillay/Code/@lightfastai/lightfast/packages/app-pinecone/src/client.ts,ts,172,105,67,0.38953488372093026,3,0,0,0,0.0,0.0,0.0
write,1b4ae546-d557-44bd-81d0-263d4ee8f3a0,claude_code,claude-opus-4-7,69,toolu_01Pg7NBenxraaNHLsm241v4X,edit,/Users/golamrabbani/expatal/PropContext/tests/llm/test_extract.py,py,319,247,72,0.22570532915360503,100,0,2,4,0.0,0.02,0.04
write,1b5a3b90-ba2a-4633-990e-807b64eb2526,claude_code,claude-opus-4-6,352,toolu_012uxyCocYmqLjdKyBQ8xzhw,write,/home/armel/.claude/plans/reflective-skipping-wolf.md,md,7705,7497,208,0.02699545749513303,7444,135,26,22,0.01813541106931757,0.003492745835572273,0.002955400322407308
write,1b5a3b90-ba2a-4633-990e-807b64eb2526,claude_code,claude-opus-4-6,388,toolu_01BZxgAM6gFzP5wFDwcpewuv,edit,/home/armel/Projects/OSS/bmad-module-skill-forge/src/workflows/analyze-source/data/skill-brief-schema.md,md,1158,1076,82,0.07081174438687392,726,4,4,0,0.005509641873278237,0.005509641873278237,0.0
write,1b83239a-c2f7-4dbc-994b-7118a039cdc9,claude_code,claude-opus-4-6,568,toolu_01SfyDweaqrKcMM5ghFrHipv,write,/Users/zchee/.claude/skills/zsh-completion/zsh-completion-workspace/iteration-1/eval-2-gh/with_skill/grading.json,json,1769,1620,149,0.08422837761447145,1507,14,104,42,0.0092899800928998,0.06901128069011281,0.027869940278699403
write,1b83239a-c2f7-4dbc-994b-7118a039cdc9,claude_code,claude-opus-4-6,574,toolu_01TNPrftpXxFUnX9hDQ14M1m,write,/Users/zchee/.claude/skills/zsh-completion/zsh-completion-workspace/iteration-1/eval-3-kubectl-argo/with_skill/grading.json,json,1903,1758,145,0.07619548081975827,1635,14,102,42,0.00856269113149847,0.062385321100917435,0.025688073394495414
write,1b83239a-c2f7-4dbc-994b-7118a039cdc9,claude_code,claude-opus-4-6,587,toolu_01UypK4G2hgGrAm67cAPwtor,write,/Users/zchee/.claude/skills/zsh-completion/zsh-completion-workspace/iteration-1/eval-1-jq/without_skill/grading.json,json,1852,1693,159,0.08585313174946005,1577,14,108,42,0.008877615726062143,0.06848446417247939,0.02663284717818643
write,1b9e697f-70e3-49d8-a9cf-57fabedcc7c0,claude_code,claude-opus-4-6,109,toolu_01K25nZpodgmDndBZ7KUXh62,edit,/Users/brandonqueener/Cursor Projects/Local-Roots/frontend/src/components/subscribe-form.tsx,tsx,865,776,89,0.10289017341040463,325,4,6,46,0.012307692307692308,0.018461538461538463,0.14153846153846153
write,1ba15f43-9017-4023-a674-4b49e4ba6219,claude_code,claude-opus-4-6,963,toolu_013DBAnY5sAraY7zVUh4QqB9,edit,/Users/michael/Code/cipher-box/.github/workflows/e2e.yml,yaml,948,848,100,0.10548523206751055,32,2,0,6,0.0625,0.0,0.1875
write,1c16e3e3-61ef-46ee-a7b9-52ea7dd49f85,claude_code,claude-opus-4-6,85,toolu_01E6BkcfevUZeA4nY1YT6Vg9,edit,/Users/ericledonge/Perso/grouped-order-app/backend/tests/integration/wishes.test.ts,ts,2297,2103,194,0.08445798868088812,1636,52,42,256,0.03178484107579462,0.02567237163814181,0.15647921760391198
write,1c16e3e3-61ef-46ee-a7b9-52ea7dd49f85,claude_code,claude-opus-4-6,179,toolu_01KrUHfRJJKBTLN6sLb5zVb1,write,/Users/ericledonge/Perso/grouped-order-app/frontend/src/routes/_auth/wishes.tsx,tsx,360,325,35,0.09722222222222222,246,6,0,2,0.024390243902439025,0.0,0.008130081300813009
write,1c3ba0cc-ad3f-4d21-8e97-279a06edce0a-b635232f7d13,claude_code,claude-opus-4-7,1220,toolu_01RdvawWHxRUJYJprrrZsSWS,edit,/Users/ta93abe/.claude/projects/-Users-ta93abe-Developer-github-com-ta93abe-slides/memory/MEMORY.md,md,549,289,260,0.47358834244080145,110,0,0,0,0.0,0.0,0.0
write,1c3ba0cc-ad3f-4d21-8e97-279a06edce0a-b8a31ba61591,claude_code,claude-opus-4-7,943,toolu_0113fPLVvrEqmheaUY9HhTcp,write,/Users/ta93abe/Developer/github.com/ta93abe/slides/contents/cloudflare-data-platform/pages/08-ambient-agent.md,md,5047,3131,1916,0.3796314642361799,3021,116,18,22,0.03839788149619331,0.005958291956305859,0.007282356835484938
write,1c42689d-aaf8-483d-ba6a-0f4729af44db,claude_code,claude-opus-4-6,975,toolu_01A9u6fVEgqC9a2v8NqMNHh2,edit,/Users/soph/Work/entire/devenv/cli_experiments/cmd/entire/cli/strategy/manual_commit_session.go,go,1290,1171,119,0.09224806201550388,534,6,2,14,0.011235955056179775,0.003745318352059925,0.026217228464419477
write,1c7f8ab0-34c1-4c29-8f43-7b77c504b62b,claude_code,claude-sonnet-4-6,143,toolu_019ma1JZqNbrQwGePD7b1P3M,edit,/home/chris/develop/wrkflw/specs/003-vue-onyx-frontend/spec.md,md,1577,1494,83,0.05263157894736842,830,5,2,0,0.006024096385542169,0.0024096385542168677,0.0
write,1c7f8ab0-34c1-4c29-8f43-7b77c504b62b,claude_code,claude-sonnet-4-6,888,toolu_01YQpcDAACaAYajZT8aUYGwT,edit,/home/chris/develop/wrkflw/ui/src/stores/notifications.ts,ts,604,524,80,0.13245033112582782,269,7,0,48,0.026022304832713755,0.0,0.17843866171003717
write,1c7f8ab0-34c1-4c29-8f43-7b77c504b62b,claude_code,claude-sonnet-4-6,2162,toolu_0156xhk7D4CxxcT4VUc9n1rp,edit,/home/chris/develop/wrkflw/specs/004-ui-empty-state-submit/tasks.md,md,1391,1300,91,0.06542056074766354,745,3,2,0,0.004026845637583893,0.0026845637583892616,0.0
write,1c90d952-100d-4e84-a6da-dbeb38432b93,claude_code,claude-opus-4-6,13,toolu_01BFrb87nnA3whGh1Y5hZDpX,edit,/workspace/.devcontainer/devcontainer.json,json,557,476,81,0.14542190305206462,271,2,6,12,0.007380073800738007,0.02214022140221402,0.04428044280442804
write,1c9bf246-cfe0-4eee-9808-e19c9fba61ed,claude_code,claude-opus-4-6,164,toolu_01YAMeL13HyfEycjh11KkGLJ,edit,/Users/justinbeaudry/Projects/cairn/src/commands/init.ts,ts,435,354,81,0.18620689655172415,179,2,6,0,0.0111731843575419,0.0335195530726257,0.0
write,1cb7ed5c-2524-4ba4-97d6-a1359143d74a-10f78e299e8d,claude_code,claude-opus-4-6,4152,toolu_01Re3HkahdwHMxyqedTWwmph,edit,/Users/alex/workspace/cli/CLAUDE.md,md,2025,1919,106,0.05234567901234568,801,16,0,0,0.019975031210986267,0.0,0.0
write,1cb7ed5c-2524-4ba4-97d6-a1359143d74a-10f78e299e8d,claude_code,claude-opus-4-6,4240,toolu_017Cmrg8yjF2hpo1bLPfPie8,write,/Users/alex/workspace/cli/.claude/skills/debug-e2e/SKILL.md,md,5069,4859,210,0.041428289603472085,4800,93,2,28,0.019375,0.0004166666666666667,0.005833333333333334
write,1cd8ed20-2cad-4b62-99a1-53ab08249625,claude_code,claude-opus-4-6,98,toolu_01CRMNwDHBvKEEJQqZpSvG9A,edit,/Users/marcus/conductor/workspaces/brain/minnetonka-v1/schema/surreal-schema.surql,other,439,368,71,0.16173120728929385,173,2,0,0,0.011560693641618497,0.0,0.0
write,1cd8ed20-2cad-4b62-99a1-53ab08249625,claude_code,claude-opus-4-6,206,toolu_01DrqAoyPvTuQq8rJyd6KALi,edit,/Users/marcus/conductor/workspaces/brain/minnetonka-v1/package.json,json,338,257,81,0.23964497041420119,132,1,8,8,0.007575757575757576,0.06060606060606061,0.06060606060606061
write,1da34e0e-3e2a-4a13-baa1-88a726dca8b4,claude_code,claude-opus-4-6,118,toolu_015bHYnDvfoT2ndmZxwnQAEP,edit,/Users/paul/src/entireio/cli/.claude/worktrees/agile-marinating-sonnet/cmd/entire/cli/integration_test/hook_logging_test.go,go,991,847,144,0.14530776992936428,364,11,12,15,0.03021978021978022,0.03296703296703297,0.04120879120879121
write,1dcfbac3-9f87-4126-bd74-f484b2d7fadd,claude_code,claude-opus-4-6,789,toolu_011m6Ea9iX5gKuMZCBRotRM1,edit,/Users/matthiaswenz/Development/entire/cli-api-bearer-auth/cmd/entire/cli/trail_cmd.go,go,850,749,101,0.1188235294117647,428,11,8,6,0.02570093457943925,0.018691588785046728,0.014018691588785047
write,1e0a84da-d36b-4e8a-925c-b32310479358,claude_code,claude-fable-5,452,toolu_019YUd1DKPCyP8PTYYnnPsFt,edit,/Users/soph/Work/entire/devenv/git-sync/internal/syncer/progress_test.go,go,737,596,141,0.19131614654002713,35,0,0,0,0.0,0.0,0.0
write,1e10fd39-2684-46ea-bb0b-01bb0d43c940,claude_code,claude-opus-4-6,302,toolu_01QTWq7P5he88RsopEmJP81P,edit,/Users/ajaxdavis/repos/tpmjs/tpmjs/apps/web/src/app/api/sentry/webhook/route.test.ts,ts,815,737,78,0.09570552147239264,328,5,0,20,0.01524390243902439,0.0,0.06097560975609756
write,1e132c75-9e74-4459-a447-fe6d8ce2d2dc,claude_code,claude-opus-4-7,184,toolu_014Uunf32DGVUvNhHRzFuxYV,edit,/home/armel/Projects/OSS/bmad-module-skill-forge/src/skf-verify-stack/references/coverage.md,md,462,390,72,0.15584415584415584,201,3,0,4,0.014925373134328358,0.0,0.01990049751243781
write,1e132c75-9e74-4459-a447-fe6d8ce2d2dc,claude_code,claude-opus-4-7,199,toolu_01RBke2J7dwBvPT1PEKTqEAp,edit,/home/armel/Projects/OSS/bmad-module-skill-forge/src/skf-verify-stack/references/requirements.md,md,466,394,72,0.15450643776824036,201,3,0,4,0.014925373134328358,0.0,0.01990049751243781
write,1e33ec92-f32f-45d2-b766-1f22fdab2b71,claude_code,claude-opus-4-6,512,toolu_vrtx_01Wq1romCXXTDyychQ9q7Ztu,edit,/Users/adhishthite/Projects/temp-projects/ant-clio/clio-ui-v2/src/components/clio/run-orchestration-panel.tsx,tsx,321,249,72,0.22429906542056074,77,0,2,6,0.0,0.025974025974025976,0.07792207792207792
write,1ecb0b84-877e-4f76-b3c5-80df45f67856,claude_code,claude-opus-4-6,1801,toolu_01AaUWfRqBnb7up22f5E21ZV,edit,/Users/michael/Code/cipher-box/apps/api/src/shares/dto/invite-response.dto.ts,ts,487,412,75,0.1540041067761807,219,5,0,8,0.0228310502283105,0.0,0.0365296803652968
write,1ed1dcdd-136e-45ea-adf8-eaac50e8e017,claude_code,claude-opus-4-7,552,toolu_01FYJDAQd77se1a5K5U4qUHo,edit,/Users/nodo/work/entire/cli/cmd/entire/cli/dispatch_wizard.go,go,882,773,109,0.1235827664399093,466,8,4,13,0.017167381974248927,0.008583690987124463,0.027896995708154508
write,1ed5c5ba-a155-4eff-8663-17bc8e3c210c,claude_code,claude-opus-4-6,99,toolu_01QdawJvCLEG6gMNdacscKs7,edit,/home/felt/PycharmProjects/s2morrow/apps/demo/src/app/globals.css,other,2321,1949,372,0.16027574321413185,1807,68,6,88,0.03763143331488655,0.003320420586607637,0.048699501936912006
write,1edd90b0-2d8c-4727-b842-43d39b691d9c,claude_code,claude-opus-4-6,1506,toolu_01VPpu8ocMkTyT1hqbtbyxmg,edit,/Users/marcus/conductor/workspaces/brain-v1/karachi/tests/acceptance/learning-library/walking-skeleton.test.ts,ts,249,177,72,0.2891566265060241,29,0,2,6,0.0,0.06896551724137931,0.20689655172413793
write,1f16d7cf-395f-440f-b041-fe3156f9b13d,claude_code,claude-opus-4-6,79,toolu_01SoHQxstzufbojj3Mt2mL7X,edit,/Users/alisha/Projects/wt/droid-e2e-fix/e2e/agents/droid.go,go,239,145,94,0.39330543933054396,38,2,6,3,0.05263157894736842,0.15789473684210525,0.07894736842105263
write,1f30557d-76d8-4ae7-9fc6-0a6eb6f565be,claude_code,claude-opus-4-7,874,toolu_01JE7jkS7yYSnKwr9C7AsfTd,edit,/Users/hutusi/workspace/ai/naive/agentcenter-nuxt/docs/deploy.md,md,370,298,72,0.1945945945945946,117,0,2,0,0.0,0.017094017094017096,0.0
write,1f4d64e1-451d-433a-a429-cde2c91eb900,claude_code,claude-opus-4-6,1057,toolu_012upPcSvh1jRNYHR2PBTWEz,edit,/Users/soph/Work/entire/devenv/cli_worktree1/cmd/entire/cli/agent/codex/hooks.go,go,4429,4005,424,0.09573267103183562,2373,69,48,91,0.029077117572692796,0.020227560050568902,0.038348082595870206
write,1f4d64e1-451d-433a-a429-cde2c91eb900,claude_code,claude-opus-4-6,1762,toolu_0126pjuSRGKsNkQx8sK4fqTa,write,/Users/soph/Work/entire/devenv/cli_worktree1/cmd/entire/cli/agent/codex/transcript.go,go,9548,8621,927,0.09708839547549225,8536,326,136,424,0.038191190253045924,0.015932521087160263,0.04967197750702906
write,1f6c03f6-f196-4864-9a4d-5dfa2fc01571,claude_code,claude-opus-4-6,245,toolu_0133F9XkjNV6DDtRUaZGVkSR,edit,/home/parth/ws/taskflow/_bmad-output/bmb-creations/modules/module-build-lpe.md,md,282,214,68,0.24113475177304963,77,0,0,0,0.0,0.0,0.0
write,1f9e0bfc-824b-4ba6-8710-8a77d3ff041f,claude_code,claude-opus-4-6,211,toolu_012rFmMUAb5er9V1EhU256rS,edit,/Users/alex/workspace/cli/mise.toml,other,681,593,88,0.12922173274596183,287,3,8,0,0.010452961672473868,0.027874564459930314,0.0
write,1fcb6b99-d3e7-4b6f-9fa0-8896d1c6f548,claude_code,claude-opus-4-6,446,toolu_01KCSb7BRjufv4bG38Zz62QW,edit,/Users/135yshr/projects/135yshr/documents/articles/4afd548d07480a.md,md,1447,1051,396,0.2736696613683483,492,21,2,84,0.042682926829268296,0.0040650406504065045,0.17073170731707318
write,1ffafcee-7ca2-4c2b-9e0b-9fdea99f8e4b,claude_code,claude-opus-4-7,216,toolu_01MXRYqP1ttvbaRoAGQ371sQ,edit,/Users/pfleidi/entire/cli/.worktrees/feat/entire-why/cmd/entire/cli/why.go,go,2069,1825,244,0.1179313678105365,859,25,30,29,0.02910360884749709,0.034924330616996506,0.033760186263096625
write,201fd703-096f-4625-83c6-559116228dc4,claude_code,claude-opus-4-6,189,toolu_013j9jRmwgWbybAuhriHSZCK,edit,/Users/railka/libfunc/rapira/rapira/src/allocated.rs,rs,4821,4566,255,0.05289359054138146,2572,107,0,616,0.041601866251944015,0.0,0.23950233281493002
write,2026-01-16-eb4bcc15-3ff5-4d73-bac5-9bc1d786b2bb-41bb33f00279,claude_code,claude-opus-4-5-20251101,199,toolu_0151BAC5ReLX8DkM9iCLe25M,edit,/Users/soph/Work/entire/devenv/cli/cmd/entire/cli/checkpoint/committed.go,go,1477,1322,155,0.1049424509140149,646,15,0,30,0.02321981424148607,0.0,0.04643962848297214
write,2026-01-19-85cc202e-0e74-46ce-a485-e5fcd11f7a8c-dc563d3ea19c,claude_code,claude-opus-4-5-20251101,69,toolu_01TE86gEUSMAvJP2hL3b8N3A,edit,/Users/alex/workspace/cli/cmd/entire/cli/integration_test/resume_test.go,go,2978,2704,274,0.09200805910006717,2188,81,20,76,0.0370201096892139,0.009140767824497258,0.03473491773308958
write,2026-01-19-85cc202e-0e74-46ce-a485-e5fcd11f7a8c-dc563d3ea19c,claude_code,claude-opus-4-5-20251101,82,toolu_01Tgddty2WVYEpVrm6o6f6aJ,edit,/Users/alex/workspace/cli/cmd/entire/cli/integration_test/resume_test.go,go,5845,5406,439,0.07510692899914456,5094,130,98,127,0.025520219866509618,0.019238319591676482,0.024931291715744014
write,2026-01-19-85cc202e-0e74-46ce-a485-e5fcd11f7a8c-f50f502a3f23,claude_code,claude-opus-4-5-20251101,91,toolu_01CsjKnLqcPt1mW68eULued5,edit,/Users/alex/workspace/cli/cmd/entire/cli/integration_test/resume_test.go,go,631,473,158,0.25039619651347067,206,14,22,11,0.06796116504854369,0.10679611650485436,0.05339805825242718
write,2026-01-19-eb4bcc15-3ff5-4d73-bac5-9bc1d786b2bb-88db499e2758,claude_code,claude-opus-4-5-20251101,178,toolu_01Sik24WFtK7rDgTaWwPetwr,edit,/Users/soph/Work/entire/devenv/cli/cmd/entire/cli/transcript.go,go,8952,8109,843,0.09416890080428954,6758,239,50,350,0.03536549274933412,0.00739863865048831,0.05179047055341817
write,2026-01-19-eb4bcc15-3ff5-4d73-bac5-9bc1d786b2bb-88db499e2758,claude_code,claude-opus-4-5-20251101,426,toolu_01WVdqFMvTuz5GiEbmyB7nNf,edit,/Users/soph/Work/entire/devenv/cli/cmd/entire/cli/types.go,go,1358,1214,144,0.10603829160530191,328,7,10,5,0.021341463414634148,0.03048780487804878,0.01524390243902439
write,2026-01-20-20b81bf8-77cd-4205-8ac9-727b573a70e4-2044666c2aad,claude_code,claude-opus-4-5-20251101,65,toolu_01GMe9okLSPgNJgdNQKVfND8,edit,/Users/soph/Work/entire/devenv/cli/cmd/entire/cli/agent/geminicli/types.go,go,865,743,122,0.14104046242774568,355,14,8,8,0.03943661971830986,0.022535211267605635,0.022535211267605635
write,2026-01-20-eb4bcc15-3ff5-4d73-bac5-9bc1d786b2bb,claude_code,claude-opus-4-5-20251101,312,toolu_01H7JieGEE29MvqiWXEqwNWs,edit,/Users/soph/Work/entire/devenv/cli/cmd/entire/cli/state_test.go,go,2850,2569,281,0.09859649122807018,989,31,22,31,0.03134479271991911,0.022244691607684528,0.03134479271991911
